Entry	Entry name	Protein names	Gene names	Organism	Length	Interacts with	Cross-reference (BioGrid)	Cross-reference (DIP)	Cross-reference (IntAct)	Cross-reference (MINT)	Cross-reference (STRING)	Caution	Miscellaneous [CC]
Q9ET39	SLAF6_MOUSE	SLAM family member 6 (Lymphocyte antigen 108) (CD antigen CD352)	Slamf6 Ly108	Mus musculus (Mouse)	351						10090.ENSMUSP00000130610;		MISCELLANEOUS: Isoform 3 ameliorates spontaneous development in a systemic lupus erythematosus transfer model. {ECO:0000269|PubMed:21422172}.
Q18PI6	SLAF5_MOUSE	SLAM family member 5 (Leukocyte differentiation antigen CD84) (Signaling lymphocytic activation molecule 5) (CD antigen CD84)	Cd84 Slamf5	Mus musculus (Mouse)	329						10090.ENSMUSP00000047024;		
Q9Z0L1	S1PR4_MOUSE	Sphingosine 1-phosphate receptor 4 (S1P receptor 4) (S1P4) (Endothelial differentiation G-protein coupled receptor 6) (Lysophospholipid receptor C1) (Sphingosine 1-phosphate receptor Edg-6) (S1P receptor Edg-6)	S1pr4 Edg6 Lpc1 S1p4	Mus musculus (Mouse)	386						10090.ENSMUSP00000050412;		
Q8K299	SCAR5_MOUSE	Scavenger receptor class A member 5	Scara5	Mus musculus (Mouse)	491				Q8K299;		10090.ENSMUSP00000022610;		
O35114	SCRB2_MOUSE	Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2)	Scarb2	Mus musculus (Mouse)	478				O35114;	MINT-4133971;	10090.ENSMUSP00000031377;		
Q9QUM4	SLAF1_MOUSE	Signaling lymphocytic activation molecule (SLAM family member 1) (CD antigen CD150)	Slamf1 Slam	Mus musculus (Mouse)	343	Q14457; P39688; O88890; Q9P2Y5	205139;		Q9QUM4;	MINT-205762;	10090.ENSMUSP00000015460;		
O88307	SORL_MOUSE	Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA)	Sorl1	Mus musculus (Mouse)	2215			DIP-42439N;		MINT-1342356;	10090.ENSMUSP00000058613;		
Q6PHU5	SORT_MOUSE	Sortilin (Neurotensin receptor 3) (NTR3) (mNTR3)	Sort1	Mus musculus (Mouse)	825	Q8CJ26; P15209	203393;	DIP-46095N;	Q6PHU5;	MINT-4130555;	10090.ENSMUSP00000099692;		
Q5ND28	SREC_MOUSE	Scavenger receptor class F member 1 (Acetyl LDL receptor) (Scavenger receptor expressed by endothelial cells 1 protein) (SREC-I)	Scarf1 Kiaa0149 Srec	Mus musculus (Mouse)	820		237612;				10090.ENSMUSP00000044248;		
O08858	SSR5_MOUSE	Somatostatin receptor type 5 (SS-5-R) (SS5-R) (SS5R)	Sstr5 Smstr5	Mus musculus (Mouse)	362				O08858;	MINT-1489456;	10090.ENSMUSP00000051085;		
P59222	SREC2_MOUSE	Scavenger receptor class F member 2 (Scavenger receptor expressed by endothelial cells 2 protein) (SREC-II)	Scarf2 Srec2	Mus musculus (Mouse)	833						10090.ENSMUSP00000012161;		
P30873	SSR1_MOUSE	Somatostatin receptor type 1 (SS-1-R) (SS1-R) (SS1R) (SRIF-2)	Sstr1 Smstr1	Mus musculus (Mouse)	391	Q62108			P30873;	MINT-6504720;	10090.ENSMUSP00000037045;		
Q8R4Y4	STAB1_MOUSE	"Stabilin-1 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 1) (FEEL-1)"	Stab1 Feel1	Mus musculus (Mouse)	2571				Q8R4Y4;	MINT-4135710;	10090.ENSMUSP00000046199;		
Q9DBX3	SUSD2_MOUSE	Sushi domain-containing protein 2	Susd2	Mus musculus (Mouse)	820				Q9DBX3;	MINT-4114001;	10090.ENSMUSP00000093197;		
Q9JIS5	SV2A_MOUSE	Synaptic vesicle glycoprotein 2A (Synaptic vesicle protein 2) (Synaptic vesicle protein 2A) (Calcium regulator SV2A)	Sv2a Kiaa0736 Sv2	Mus musculus (Mouse)	742		211019;		Q9JIS5;	MINT-4129805;	10090.ENSMUSP00000037576;		
Q69ZS6	SV2C_MOUSE	Synaptic vesicle glycoprotein 2C (Synaptic vesicle protein 2C)	Sv2c Kiaa1054	Mus musculus (Mouse)	727						10090.ENSMUSP00000124473;		
P47758	SRPRB_MOUSE	Signal recognition particle receptor subunit beta (SR-beta)	Srprb	Mus musculus (Mouse)	269				P47758;	MINT-1844750;	10090.ENSMUSP00000035157;		
P30875	SSR2_MOUSE	Somatostatin receptor type 2 (SS-2-R) (SS2-R) (SS2R) (SRIF-1)	Sstr2 Smstr2 Sst2	Mus musculus (Mouse)	369				P30875;	MINT-4590521;	10090.ENSMUSP00000068578;		
P30935	SSR3_MOUSE	Somatostatin receptor type 3 (SS-3-R) (SS3-R) (SS3R) (SSR-28)	Sstr3 Smstr3	Mus musculus (Mouse)	428				P30935;		10090.ENSMUSP00000058040;		
Q8BG39	SV2B_MOUSE	Synaptic vesicle glycoprotein 2B (Synaptic vesicle protein 2B)	Sv2b Kiaa0735	Mus musculus (Mouse)	683						10090.ENSMUSP00000082254;		
O55242	SGMR1_MOUSE	Sigma non-opioid intracellular receptor 1 (Sigma 1-type opioid receptor) (Sigma1-receptor) (Sigma1R)	Sigmar1 Oprs1	Mus musculus (Mouse)	223	G3I8R9; P63141			O55242;		10090.ENSMUSP00000056027;		MISCELLANEOUS: Depletion by RNAi enhances kappa-type opioid receptor-mediated analgesia and prevents the memory-improving effects of (-)- and (+)-pentazocine.
Q8R4U0	STAB2_MOUSE	"Stabilin-2 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 2) (FEEL-2) [Cleaved into: Short form stabilin-2]"	Stab2 Feel2 Hare	Mus musculus (Mouse)	2559						10090.ENSMUSP00000048309;		
Q5QD10	TAA7D_MOUSE	Trace amine-associated receptor 7d (TaR-7d) (Trace amine receptor 7d) (mTaar7d)	Taar7d	Mus musculus (Mouse)	358						10090.ENSMUSP00000090327;		
Q5QD16	TAAR3_MOUSE	Trace amine-associated receptor 3 (TaR-3) (Trace amine receptor 3) (mTaar3)	Taar3	Mus musculus (Mouse)	343						10090.ENSMUSP00000036817;		
Q7TQA6	T2R38_MOUSE	Taste receptor type 2 member 38 (T2R38) (T2R138) (mT2R31)	Tas2r38 T2r31 Tas2r138	Mus musculus (Mouse)	331						10090.ENSMUSP00000075876;		MISCELLANEOUS: Several bitter taste receptors are expressed in a single taste receptor cell.
P59532	T2R41_MOUSE	Taste receptor type 2 member 41 (T2R41) (T2R12) (T2R26)	Tas2r41 Tas2r12 Tas2r126 Tas2r26	Mus musculus (Mouse)	308						10090.ENSMUSP00000056581;	CAUTION: This protein was previously referred to as T2R26 or T2R12 but is now considered to be the ortholog of human TAS2R41. {ECO:0000305}.	MISCELLANEOUS: Most taste cells may be activated by a limited number of bitter compounds; individual taste cells can discriminate among bitter stimuli.
P59530	TA2R7_MOUSE	Taste receptor type 2 member 7 (T2R7) (STC7-4) (T2R30) (T2R6) (mT2R42)	Tas2r7 Tas2r130 Tas2r6	Mus musculus (Mouse)	312						10090.ENSMUSP00000063954;		MISCELLANEOUS: Several bitter taste receptors are expressed in a single taste receptor cell.
Q5QD06	TAA8B_MOUSE	Trace amine-associated receptor 8b (TaR-8b) (Trace amine receptor 8b) (mTaar8b)	Taar8b Gm1149	Mus musculus (Mouse)	344						10090.ENSMUSP00000090324;		
Q7M720	T2R13_MOUSE	Taste receptor type 2 member 13 (T2R13) (Taste receptor type 2 member 121) (T2R121) (mT2R48)	Tas2r13 Tas2r121	Mus musculus (Mouse)	305						10090.ENSMUSP00000093044;		MISCELLANEOUS: Most taste cells may be activated by a limited number of bitter compounds; individual taste cells can discriminate among bitter stimuli. {ECO:0000305}.
P59529	T2R16_MOUSE	Taste receptor type 2 member 16 (T2R16) (Candidate taste receptor mt2r40) (T2R18)	Tas2r16 Tas2r118 Tas2r18	Mus musculus (Mouse)	299						10090.ENSMUSP00000053700;		MISCELLANEOUS: Several bitter taste receptors are expressed in a single taste receptor cell.
Q7TQA5	T2R39_MOUSE	Taste receptor type 2 member 39 (T2R39) (mT2R34)	Tas2r39 T2r34 Tas2r139	Mus musculus (Mouse)	319						10090.ENSMUSP00000062919;		MISCELLANEOUS: Several bitter taste receptors are expressed in a single taste receptor cell.
Q923Y8	TAAR1_MOUSE	Trace amine-associated receptor 1 (TaR-1) (Trace amine receptor 1)	Taar1 Ta1 Tar1 Trar1	Mus musculus (Mouse)	332						10090.ENSMUSP00000049527;		
Q5QD13	TAAR6_MOUSE	Trace amine-associated receptor 6 (TaR-6) (Trace amine receptor 6) (mTaar6)	Taar6 Gm228	Mus musculus (Mouse)	345						10090.ENSMUSP00000097603;		
P49660	SSR4_MOUSE	Somatostatin receptor type 4 (SS-4-R) (SS4-R) (SS4R)	Sstr4 Smstr4	Mus musculus (Mouse)	385	Q62108			P49660;	MINT-6504774;	10090.ENSMUSP00000044573;		
Q99MT6	SUCR1_MOUSE	Succinate receptor 1 (G-protein coupled receptor 91)	Sucnr1 Gpr91	Mus musculus (Mouse)	317						10090.ENSMUSP00000029326;		
O70491	STRA6_MOUSE	Stimulated by retinoic acid gene 6 protein (Retinoic acid-responsive protein)	Stra6	Mus musculus (Mouse)	670						10090.ENSMUSP00000034880;		MISCELLANEOUS: The retinoic acid-induced activation is impaired in retinoic acid receptor gamma-null F9 cells.
P01851	TCB2_MOUSE	T-cell receptor beta-2 chain C region		Mus musculus (Mouse)	173					MINT-1520015;			MISCELLANEOUS: Clone B10.A was isolated from a cytotoxic T lymphocyte.; MISCELLANEOUS: Clone 2C was isolated from a cytotoxic T lymphocyte.
P03985	TCC2_MOUSE	T-cell receptor gamma chain C region C7.5		Mus musculus (Mouse)	172						10090.ENSMUSP00000132340;		
P01849	TCA_MOUSE	T-cell receptor alpha chain C region	Tcra	Mus musculus (Mouse)	138								MISCELLANEOUS: Clone PHDS58 was isolated from a cytotoxic T lymphocyte.
P01852	TCB1_MOUSE	T-cell receptor beta-1 chain C region		Mus musculus (Mouse)	173				P01852;				MISCELLANEOUS: Clone B10.A was isolated from a cytotoxic T lymphocyte.; MISCELLANEOUS: Clone 86T1 was isolated from a cytotoxic T lymphocyte.
P01853	TCC1_MOUSE	T-cell receptor gamma chain C region C10.5		Mus musculus (Mouse)	167								"MISCELLANEOUS: This mRNA was isolated from a cytotoxic T-lymphocyte. The gene corresponding to this mRNA is rearranged specifically in T-cells and its organization is similar to an Ig gene, with V (or V+D), J, and C regions."
Q6QNU9	TLR12_MOUSE	Toll-like receptor 12	Tlr12 Gm1365	Mus musculus (Mouse)	906						10090.ENSMUSP00000074381;	CAUTION: Was originally referred to as Tlr11. {ECO:0000305|PubMed:15001781}.	
Q9EPQ1	TLR1_MOUSE	Toll-like receptor 1 (Toll/interleukin-1 receptor-like protein) (TIL) (CD antigen CD281)	Tlr1	Mus musculus (Mouse)	795						10090.ENSMUSP00000060793;		
Q9QUN7	TLR2_MOUSE	Toll-like receptor 2 (CD antigen CD282)	Tlr2	Mus musculus (Mouse)	784			DIP-61222N;	Q9QUN7;		10090.ENSMUSP00000029623;		
Q7TQA7	TA2R3_MOUSE	Taste receptor type 2 member 3 (T2R3) (T2R137) (T2R37) (mT2r41)	Tas2r3 T2r41 Tas2r137 Tas2r37	Mus musculus (Mouse)	316						10090.ENSMUSP00000063743;		MISCELLANEOUS: Several bitter taste receptors are expressed in a single taste receptor cell.
Q9JKT3	TA2R4_MOUSE	Taste receptor type 2 member 4 (T2R4) (Taste receptor type 2 member 8) (T2R8)	Tas2r4 Tas2r108 Tas2r8	Mus musculus (Mouse)	297						10090.ENSMUSP00000044089;		MISCELLANEOUS: Several bitter taste receptors are expressed in a single taste receptor cell.
Q5QD12	TAA7A_MOUSE	Trace amine-associated receptor 7a (TaR-7a) (Trace amine receptor 7a) (mTaar7a)	Taar7a Gm229	Mus musculus (Mouse)	358								
Q5QD11	TAA7B_MOUSE	Trace amine-associated receptor 7b (TaR-7b) (Trace amine receptor 7b) (mTaar7b)	Taar7b Gm698	Mus musculus (Mouse)	358						10090.ENSMUSP00000090328;		
Q5QD09	TAA7E_MOUSE	Trace amine-associated receptor 7e (TaR-7e) (Trace amine receptor 7e) (mTaar7e)	Taar7e Gm697	Mus musculus (Mouse)	358								
Q5QD07	TAA8A_MOUSE	Trace amine-associated receptor 8a (TaR-8a) (Trace amine receptor 8a) (mTaar8a)	Taar8a Gm230	Mus musculus (Mouse)	344						10090.ENSMUSP00000062719;		
Q5QD05	TAA8C_MOUSE	Trace amine-associated receptor 8c (TaR-8c) (Trace amine receptor 8c) (mTaar8c)	Taar8c	Mus musculus (Mouse)	344						10090.ENSMUSP00000133193;		
Q5QD15	TAAR4_MOUSE	Trace amine-associated receptor 4 (TaR-4) (Trace amine receptor 4) (mTaar4) (2-phenylethylamine receptor)	Taar4 Gm226	Mus musculus (Mouse)	347						10090.ENSMUSP00000090330;		
Q5QD04	TAAR9_MOUSE	Trace amine-associated receptor 9 (TaR-9) (Trace amine receptor 9) (mTaar9)	Taar9	Mus musculus (Mouse)	348						10090.ENSMUSP00000043552;		
Q5QD08	TAA7F_MOUSE	Trace amine-associated receptor 7f (TaR-7f) (Trace amine receptor 7f) (mTaar7f)	Taar7f	Mus musculus (Mouse)	358						10090.ENSMUSP00000071611;		
Q5QD14	TAAR5_MOUSE	Trace amine-associated receptor 5 (TaR-5) (Trace amine receptor 5) (mTaar5) (Trimethylamine receptor)	Taar5 Gm227	Mus musculus (Mouse)	337						10090.ENSMUSP00000090329;		"MISCELLANEOUS: Trimethylamine is a bacterial metabolite found in some animal odors, and is a repulsive odor associated with bad breath and spoiled food for most organisms, except for M.musculus, where it acts as an attractant (PubMed:16878137, PubMed:23177478). {ECO:0000305|PubMed:16878137, ECO:0000305|PubMed:23177478}."
P06334	TCC3_MOUSE	T-cell receptor gamma chain C region DFL12		Mus musculus (Mouse)	169				P06334;				
P06335	TCC4_MOUSE	T-cell receptor gamma chain C region 5/10-13		Mus musculus (Mouse)	190								
Q7TQB8	T2R40_MOUSE	Taste receptor type 2 member 40 (T2R40) (mT2R33)	Tas2r40 T2r33 Tas2r144 Tas2r44	Mus musculus (Mouse)	319						10090.ENSMUSP00000067734;		MISCELLANEOUS: Several bitter taste receptors are expressed in a single taste receptor cell.
P30987	TA2R_MOUSE	Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor)	Tbxa2r	Mus musculus (Mouse)	341						10090.ENSMUSP00000100962;		
Q5QD17	TAAR2_MOUSE	Trace amine-associated receptor 2 (TaR-2) (Trace amine receptor 2) (mTaar2) (G-protein coupled receptor 58)	Taar2 Gm225 Gpr58	Mus musculus (Mouse)	339						10090.ENSMUSP00000078137;		
Q62351	TFR1_MOUSE	Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (CD antigen CD71)	Tfrc Trfr	Mus musculus (Mouse)	763		204314;		Q62351;	MINT-1858479;	10090.ENSMUSP00000023486;		
O88393	TGBR3_MOUSE	Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III)	Tgfbr3	Mus musculus (Mouse)	850		204165;				10090.ENSMUSP00000031224;		
Q6R5P0	TLR11_MOUSE	Toll-like receptor 11	Tlr11 Gm287	Mus musculus (Mouse)	926	A0A0H3NMJ6			Q6R5P0;		10090.ENSMUSP00000068906;		
Q6R5N8	TLR13_MOUSE	Toll-like receptor 13	Tlr13	Mus musculus (Mouse)	991			DIP-61832N;		MINT-4997493;	10090.ENSMUSP00000043101;		"MISCELLANEOUS: The sequence 23S rRNA from clinical isolates of erythromycin-resistant S.aureus is methylated and is not recognized by Tlr13 anymore, suggesting a link between antibiotic resistance and evasion from Tlr13 recognition. 23S rRNA modifications generating resistance toward MLS antibiotics preventing recognition of bacteria from Tlr13. These data may also explain why Tlr13 is not conserved in human: human may instead possess a related rRNA-sensing pattern recognition receptor that has evolved to recognize species that can hide from Tlr13 owing to rRNA modifications (PubMed:22821982). {ECO:0000305|PubMed:22821982}."
Q99MB1	TLR3_MOUSE	Toll-like receptor 3 (CD antigen CD283)	Tlr3	Mus musculus (Mouse)	905		228338;		Q99MB1;	MINT-4138015;	10090.ENSMUSP00000034056;		
Q9EPW9	TLR6_MOUSE	Toll-like receptor 6 (CD antigen CD286)	Tlr6	Mus musculus (Mouse)	795				Q9EPW9;		10090.ENSMUSP00000062096;		
P58682	TLR8_MOUSE	Toll-like receptor 8 (CD antigen CD288)	Tlr8	Mus musculus (Mouse)	1032					MINT-4996881;	10090.ENSMUSP00000036762;		
Q8BX35	TNR27_MOUSE	Tumor necrosis factor receptor superfamily member 27 (X-linked ectodysplasin-A2 receptor) (EDA-A2 receptor)	Eda2r Tnfrsf27 Xedar	Mus musculus (Mouse)	297		232789;		Q8BX35;		10090.ENSMUSP00000041210;		
Q9EQ44	V1R41_MOUSE	Vomeronasal type-1 receptor 41 (Vomeronasal type-1 receptor A12) (Vomeronasal type-1 receptor B9)	Vmn1r41 V1ra12 V1rb9	Mus musculus (Mouse)	310								
E9Q6I0	V2116_MOUSE	Vomeronasal type-2 receptor 116 (Vomeronasal type-2 receptor P5)	Vmn2r116 V2rp5	Mus musculus (Mouse)	856				E9Q6I0;		10090.ENSMUSP00000128106;		
O70410	V2R1_MOUSE	Vomeronasal type-2 receptor 1 (Putative pheromone receptor V2R1) (V2Rx)	Vmn2r1	Mus musculus (Mouse)	912						10090.ENSMUSP00000029406;		"MISCELLANEOUS: The variant protein sequence (Ref.3) is capable of binding the sex pheromone, 2-octanamine (2-1, methyl heptyl) via aa 11-17."
O88721	V2R_MOUSE	Vasopressin V2 receptor (V2R) (AVPR V2) (Antidiuretic hormone receptor) (Renal-type arginine vasopressin receptor)	Avpr2 V2r	Mus musculus (Mouse)	371						10090.ENSMUSP00000033765;		
Q8VIH9	UR2R_MOUSE	Urotensin-2 receptor (UR-2-R) (G-protein coupled receptor 14) (Urotensin II receptor) (UR-II-R)	Uts2r Gpr14	Mus musculus (Mouse)	385						10090.ENSMUSP00000046920;		
Q00993	UFO_MOUSE	Tyrosine-protein kinase receptor UFO (EC 2.7.10.1) (Adhesion-related kinase)	Axl Ark Ufo	Mus musculus (Mouse)	888		204922;		Q00993;		10090.ENSMUSP00000002677;		
Q8K1S3	UNC5B_MOUSE	Netrin receptor UNC5B (Protein unc-5 homolog 2) (Protein unc-5 homolog B)	Unc5b Unc5h2	Mus musculus (Mouse)	945	Q7TNP2	223296;		Q8K1S3;		10090.ENSMUSP00000077080;		
Q8R2E6	V1A11_MOUSE	Vomeronasal type-1 receptor A11	V1ra11	Mus musculus (Mouse)	318						10090.ENSMUSP00000052123;		
Q62463	V1AR_MOUSE	Vasopressin V1a receptor (V1aR) (AVPR V1a) (Antidiuretic hormone receptor 1a) (Vascular/hepatic-type arginine vasopressin receptor)	Avpr1a	Mus musculus (Mouse)	423						10090.ENSMUSP00000020323;		MISCELLANEOUS: Knockout mice display deficits in individual discrimination. Male mice lacking functional AVPR1A (V1aRKO) exhibit markedly reduced anxiety-like behavior and a profound impairment in social recognition. V1aRKO performed normally on spatial and non-social olfactory learning and memory tasks.
Q9EQ47	V1R44_MOUSE	Vomeronasal type-1 receptor 44 (Vomeronasal type-1 receptor A10) (Vomeronasal type-1 receptor B11) (Vomeronasal type-1 receptor B4)	Vmn1r44 V1ra10 V1rb11 V1rb4	Mus musculus (Mouse)	310						10090.ENSMUSP00000100706;		
Q9EP51	V1R50_MOUSE	Vomeronasal type-1 receptor 50 (Pheromone receptor VN2) (Vomeronasal receptor 2) (Vomeronasal type-1 receptor A5) (Vomeronasal type-1 receptor B1)	Vmn1r50 V1ra5 V1rb1	Mus musculus (Mouse)	310						10090.ENSMUSP00000080407;		
P55144	TYRO3_MOUSE	Tyrosine-protein kinase receptor TYRO3 (EC 2.7.10.1) (Etk2/tyro3) (TK19-2) (Tyrosine-protein kinase DTK) (Tyrosine-protein kinase RSE) (Tyrosine-protein kinase TIF)	Tyro3 Dtk Rse Tif	Mus musculus (Mouse)	880		204395;		P55144;	MINT-4138931;	10090.ENSMUSP00000028763;		
Q925D8	TS1R3_MOUSE	Taste receptor type 1 member 3 (Saccharin preference protein) (Sweet taste receptor T1R3)	Tas1r3 Sac T1r3 Tr3	Mus musculus (Mouse)	858						10090.ENSMUSP00000030949;		
Q9CRZ8	TSPO2_MOUSE	Translocator protein 2 (Peripheral-type benzodiazepine receptor-like protein 1)	Tspo2 Bzrpl1	Mus musculus (Mouse)	162						10090.ENSMUSP00000024794;		
P50637	TSPO_MOUSE	Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR)	Tspo Bzrp Mbr	Mus musculus (Mouse)	169		198410;				10090.ENSMUSP00000037039;		
Q7TQA9	TR135_MOUSE	Taste receptor type 2 member 135 (T2R135) (Taste receptor type 2 member 35) (T2R35) (mT2r38)	Tas2r135 T2r38 Tas2r35	Mus musculus (Mouse)	312					MINT-4997553;	10090.ENSMUSP00000070247;		MISCELLANEOUS: Several bitter taste receptors are expressed in a single taste receptor cell.
Q9ET35	TR13B_MOUSE	Tumor necrosis factor receptor superfamily member 13B (Transmembrane activator and CAML interactor) (CD antigen CD267)	Tnfrsf13b Taci	Mus musculus (Mouse)	249				Q9ET35;		10090.ENSMUSP00000010286;		
Q9D8D0	TR13C_MOUSE	Tumor necrosis factor receptor superfamily member 13C (B-cell maturation defect) (B-cell-activating factor receptor) (BAFF receptor) (BAFF-R) (BLyS receptor 3) (CD antigen CD268)	Tnfrsf13c Baffr Bcmd Br3	Mus musculus (Mouse)	175		215117;				10090.ENSMUSP00000086564;		
Q8K558	TRML1_MOUSE	Trem-like transcript 1 protein (TLT-1) (Triggering receptor expressed on myeloid cells-like protein 1)	Treml1 Tlt1	Mus musculus (Mouse)	317				Q8K558;	MINT-8013457;	10090.ENSMUSP00000024792;		
Q99PG6	TS1R1_MOUSE	Taste receptor type 1 member 1 (G-protein coupled receptor 70)	Tas1r1 Gpr70 T1r1 Tr1	Mus musculus (Mouse)	842						10090.ENSMUSP00000030792;		
Q3LRV9	TRML4_MOUSE	Trem-like transcript 4 protein (TLT-4) (Triggering receptor expressed on myeloid cells-like protein 3) (Triggering receptor expressed on myeloid cells-like protein 4)	Treml4 TLT4 Treml3	Mus musculus (Mouse)	263						10090.ENSMUSP00000118772;		
P47750	TSHR_MOUSE	Thyrotropin receptor (Thyroid-stimulating hormone receptor) (TSH-R)	Tshr	Mus musculus (Mouse)	764						10090.ENSMUSP00000021346;		
Q925I4	TS1R2_MOUSE	Taste receptor type 1 member 2 (G-protein coupled receptor 71) (Sweet taste receptor T1R2)	Tas1r2 Gpr71 T1r2 Tr2	Mus musculus (Mouse)	843				Q925I4;		10090.ENSMUSP00000030510;		
P98156	VLDLR_MOUSE	Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)	Vldlr	Mus musculus (Mouse)	873		204529;	DIP-33283N;	P98156;	MINT-4140012;	10090.ENSMUSP00000127329;		"MISCELLANEOUS: LRP8 and VLVLR together are required for correct embryonic development in the brain. Targeted disruption of both genes results in a phenotype virtually indistinguishable from that seen in ""reeler"" and ""scrambler"" mice. Subtle effects of VLDLR deletion are found mainly in the cerebellum, whereas lack of LRP8 predominantly affects the positioning of the neurons in the neocortex."
O08747	UNC5C_MOUSE	Netrin receptor UNC5C (Protein unc-5 homolog 3) (Protein unc-5 homolog C) (Rostral cerebellar malformation protein)	Unc5c Rcm Unc5h3	Mus musculus (Mouse)	931						10090.ENSMUSP00000101843;		
Q9EQ46	V1R40_MOUSE	Vomeronasal type-1 receptor 40 (Vomeronasal type-1 receptor A11) (Vomeronasal type-1 receptor B7)	Vmn1r40 V1ra11 V1rb7	Mus musculus (Mouse)	310								
Q8VIC9	V1R43_MOUSE	Vomeronasal type-1 receptor 43 (Vomeronasal type-1 receptor A2) (Vomeronasal type-1 receptor A5)	Vmn1r43 V1ra2 V1ra5	Mus musculus (Mouse)	329								
Q9EQ45	V1R46_MOUSE	Vomeronasal type-1 receptor 46 (Vomeronasal type-1 receptor A13) (Vomeronasal type-1 receptor B8)	Vmn1r46 V1ra13 V1rb8	Mus musculus (Mouse)	309						10090.ENSMUSP00000075197;		
Q9WUF1	V1R49_MOUSE	Vomeronasal type-1 receptor 49 (Vomeronasal receptor VRi2) (Vomeronasal type-1 receptor B2)	Vmn1r49 V1rb2	Mus musculus (Mouse)	310						10090.ENSMUSP00000071762;		
Q9EP79	V1R52_MOUSE	Vomeronasal type-1 receptor 52 (Pheromone receptor VN3) (Vomeronasal receptor 3) (Vomeronasal type-1 receptor A7)	Vmn1r52 V1ra7	Mus musculus (Mouse)	309								
